pair_id,reference_path,search_path,metadata_path,gt_x,gt_y,gt_x1,gt_y1,gt_x2,gt_y2,box_width,box_height,architecture,seed,ref_width,ref_height,search_width,search_height,detector_noise_ref,detector_noise_search
023,FINALDATASET/data/references/reference_023.png,FINALDATASET/data/search_images/search_023.png,FINALDATASET/data/metadata/metadata_023.json,559.7,831.4,509.7,781.4,609.7,881.4,100,100,finfet_28nm,1250978792,1000,1000,1000,1000,2.0,5.0
024,FINALDATASET/data/references/reference_024.png,FINALDATASET/data/search_images/search_024.png,FINALDATASET/data/metadata/metadata_024.json,559.7,831.4,509.7,781.4,609.7,881.4,100,100,finfet_45nm,1250978792,1000,1000,1000,1000,2.0,5.0
025,FINALDATASET/data/references/reference_025.png,FINALDATASET/data/search_images/search_025.png,FINALDATASET/data/metadata/metadata_025.json,559.7,831.4,509.7,781.4,609.7,881.4,100,100,finfet_7nm,1250978792,1000,1000,1000,1000,2.0,5.0
026,FINALDATASET/data/references/reference_026.png,FINALDATASET/data/search_images/search_026.png,FINALDATASET/data/metadata/metadata_026.json,559.7,831.4,509.7,781.4,609.7,881.4,100,100,finfet_10nm,1250978792,1000,1000,1000,1000,2.0,5.0
027,FINALDATASET/data/references/reference_027.png,FINALDATASET/data/search_images/search_027.png,FINALDATASET/data/metadata/metadata_027.json,559.7,831.4,509.7,781.4,609.7,881.4,100,100,finfet_14nm,1250978792,1000,1000,1000,1000,2.0,5.0
028,FINALDATASET/data/references/reference_028.png,FINALDATASET/data/search_images/search_028.png,FINALDATASET/data/metadata/metadata_028.json,559.7,831.4,509.7,781.4,609.7,881.4,100,100,finfet_22nm,1250978792,1000,1000,1000,1000,2.0,5.0
029,FINALDATASET/data/references/reference_029.png,FINALDATASET/data/search_images/search_029.png,FINALDATASET/data/metadata/metadata_029.json,559.7,831.4,509.7,781.4,609.7,881.4,100,100,finfet_28nm,1250978792,1000,1000,1000,1000,2.0,5.0
030,FINALDATASET/data/references/reference_030.png,FINALDATASET/data/search_images/search_030.png,FINALDATASET/data/metadata/metadata_030.json,559.7,831.4,509.7,781.4,609.7,881.4,100,100,finfet_28nm,1250978792,1000,1000,1000,1000,2.0,5.0
031,FINALDATASET/data/references/reference_031.png,FINALDATASET/data/search_images/search_031.png,FINALDATASET/data/metadata/metadata_031.json,866.2,280.3,816.2,230.3,916.2,330.3,100,100,finfet_7nm,922675325,1000,1000,1000,1000,2.0,5.0
032,FINALDATASET/data/references/reference_032.png,FINALDATASET/data/search_images/search_032.png,FINALDATASET/data/metadata/metadata_032.json,373.4,849.5,323.4,799.5,423.4,899.5,100,100,finfet_10nm,210594983,1000,1000,1000,1000,2.0,5.0
033,FINALDATASET/data/references/reference_033.png,FINALDATASET/data/search_images/search_033.png,FINALDATASET/data/metadata/metadata_033.json,615.8,475.0,565.8,425.0,665.8,525.0,100,100,finfet_14nm,434416673,1000,1000,1000,1000,2.0,5.0
034,FINALDATASET/data/references/reference_034.png,FINALDATASET/data/search_images/search_034.png,FINALDATASET/data/metadata/metadata_034.json,950.0,336.5,900.0,286.5,1000.0,386.5,100,100,finfet_22nm,805276662,1000,1000,1000,1000,2.0,5.0
035,FINALDATASET/data/references/reference_035.png,FINALDATASET/data/search_images/search_035.png,FINALDATASET/data/metadata/metadata_035.json,249.3,314.6,199.3,264.6,299.3,364.6,100,100,finfet_28nm,1441803984,1000,1000,1000,1000,2.0,5.0
036,FINALDATASET/data/references/reference_036.png,FINALDATASET/data/search_images/search_036.png,FINALDATASET/data/metadata/metadata_036.json,625.8,471.7,575.8,421.7,675.8,521.7,100,100,finfet_45nm,1606101049,1000,1000,1000,1000,2.0,5.0
037,FINALDATASET/data/references/reference_037.png,FINALDATASET/data/search_images/search_037.png,FINALDATASET/data/metadata/metadata_037.json,598.0,637.1,548.0,587.1,648.0,687.1,100,100,finfet_7nm,166573316,1000,1000,1000,1000,2.0,5.0
038,FINALDATASET/data/references/reference_038.png,FINALDATASET/data/search_images/search_038.png,FINALDATASET/data/metadata/metadata_038.json,588.4,528.4,538.4,478.4,638.4,578.4,100,100,finfet_10nm,1712096812,1000,1000,1000,1000,2.0,5.0
039,FINALDATASET/data/references/reference_039.png,FINALDATASET/data/search_images/search_039.png,FINALDATASET/data/metadata/metadata_039.json,185.1,659.7,135.1,609.7,235.1,709.7,100,100,finfet_14nm,1526946992,1000,1000,1000,1000,2.0,5.0
040,FINALDATASET/data/references/reference_040.png,FINALDATASET/data/search_images/search_040.png,FINALDATASET/data/metadata/metadata_040.json,257.2,800.9,207.2,750.9,307.2,850.9,100,100,finfet_22nm,315743494,1000,1000,1000,1000,2.0,5.0
041,FINALDATASET/data/references/reference_041.png,FINALDATASET/data/search_images/search_041.png,FINALDATASET/data/metadata/metadata_041.json,588.8,434.3,538.8,384.3,638.8,484.3,100,100,finfet_28nm,1312507132,1000,1000,1000,1000,2.0,5.0
042,FINALDATASET/data/references/reference_042.png,FINALDATASET/data/search_images/search_042.png,FINALDATASET/data/metadata/metadata_042.json,424.4,259.6,374.4,209.6,474.4,309.6,100,100,finfet_45nm,570699194,1000,1000,1000,1000,2.0,5.0
043,FINALDATASET/data/references/reference_043.png,FINALDATASET/data/search_images/search_043.png,FINALDATASET/data/metadata/metadata_043.json,810.5,619.0,760.5,569.0,860.5,669.0,100,100,finfet_7nm,373008897,1000,1000,1000,1000,2.0,5.0
044,FINALDATASET/data/references/reference_044.png,FINALDATASET/data/search_images/search_044.png,FINALDATASET/data/metadata/metadata_044.json,423.3,852.9,373.3,802.9,473.3,902.9,100,100,finfet_10nm,689813089,1000,1000,1000,1000,2.0,5.0
045,FINALDATASET/data/references/reference_045.png,FINALDATASET/data/search_images/search_045.png,FINALDATASET/data/metadata/metadata_045.json,776.3,950.0,726.3,900.0,826.3,1000.0,100,100,finfet_14nm,246994715,1000,1000,1000,1000,2.0,5.0
046,FINALDATASET/data/references/reference_046.png,FINALDATASET/data/search_images/search_046.png,FINALDATASET/data/metadata/metadata_046.json,143.6,950.0,93.6,900.0,193.6,1000.0,100,100,finfet_22nm,1670449853,1000,1000,1000,1000,2.0,5.0
047,FINALDATASET/data/references/reference_047.png,FINALDATASET/data/search_images/search_047.png,FINALDATASET/data/metadata/metadata_047.json,726.4,445.6,676.4,395.6,776.4,495.6,100,100,finfet_28nm,1304442240,1000,1000,1000,1000,2.0,5.0
048,FINALDATASET/data/references/reference_048.png,FINALDATASET/data/search_images/search_048.png,FINALDATASET/data/metadata/metadata_048.json,481.3,718.6,431.3,668.6,531.3,768.6,100,100,finfet_45nm,1812994519,1000,1000,1000,1000,2.0,5.0
049,FINALDATASET/data/references/reference_049.png,FINALDATASET/data/search_images/search_049.png,FINALDATASET/data/metadata/metadata_049.json,934.3,859.8,884.3,809.8,984.3,909.8,100,100,finfet_7nm,1450425144,1000,1000,1000,1000,2.0,5.0
050,FINALDATASET/data/references/reference_050.png,FINALDATASET/data/search_images/search_050.png,FINALDATASET/data/metadata/metadata_050.json,368.4,562.2,318.4,512.2,418.4,612.2,100,100,finfet_10nm,1723370780,1000,1000,1000,1000,2.0,5.0
051,FINALDATASET/data/references/reference_051.png,FINALDATASET/data/search_images/search_051.png,FINALDATASET/data/metadata/metadata_051.json,702.4,395.9,652.4,345.9,752.4,445.9,100,100,finfet_14nm,923507195,1000,1000,1000,1000,2.0,5.0
052,FINALDATASET/data/references/reference_052.png,FINALDATASET/data/search_images/search_052.png,FINALDATASET/data/metadata/metadata_052.json,637.0,223.2,587.0,173.2,687.0,273.2,100,100,finfet_22nm,1794309137,1000,1000,1000,1000,2.0,5.0
053,FINALDATASET/data/references/reference_053.png,FINALDATASET/data/search_images/search_053.png,FINALDATASET/data/metadata/metadata_053.json,441.5,65.4,391.5,15.4,491.5,115.4,100,100,finfet_28nm,945825042,1000,1000,1000,1000,2.0,5.0
054,FINALDATASET/data/references/reference_054.png,FINALDATASET/data/search_images/search_054.png,FINALDATASET/data/metadata/metadata_054.json,239.2,921.9,189.2,871.9,289.2,971.9,100,100,finfet_45nm,1312594335,1000,1000,1000,1000,2.0,5.0
055,FINALDATASET/data/references/reference_055.png,FINALDATASET/data/search_images/search_055.png,FINALDATASET/data/metadata/metadata_055.json,701.6,173.4,651.6,123.4,751.6,223.4,100,100,finfet_7nm,394486126,1000,1000,1000,1000,2.0,5.0
056,FINALDATASET/data/references/reference_056.png,FINALDATASET/data/search_images/search_056.png,FINALDATASET/data/metadata/metadata_056.json,492.9,690.4,442.9,640.4,542.9,740.4,100,100,finfet_10nm,24866355,1000,1000,1000,1000,2.0,5.0
057,FINALDATASET/data/references/reference_057.png,FINALDATASET/data/search_images/search_057.png,FINALDATASET/data/metadata/metadata_057.json,707.1,743.7,657.1,693.7,757.1,793.7,100,100,finfet_14nm,1142555943,1000,1000,1000,1000,2.0,5.0
058,FINALDATASET/data/references/reference_058.png,FINALDATASET/data/search_images/search_058.png,FINALDATASET/data/metadata/metadata_058.json,938.4,319.1,888.4,269.1,988.4,369.1,100,100,finfet_22nm,1602884656,1000,1000,1000,1000,2.0,5.0
059,FINALDATASET/data/references/reference_059.png,FINALDATASET/data/search_images/search_059.png,FINALDATASET/data/metadata/metadata_059.json,352.9,867.5,302.9,817.5,402.9,917.5,100,100,finfet_28nm,490295887,1000,1000,1000,1000,2.0,5.0
060,FINALDATASET/data/references/reference_060.png,FINALDATASET/data/search_images/search_060.png,FINALDATASET/data/metadata/metadata_060.json,885.1,756.4,835.1,706.4,935.1,806.4,100,100,finfet_45nm,217818694,1000,1000,1000,1000,2.0,5.0
061,FINALDATASET/data/references/reference_061.png,FINALDATASET/data/search_images/search_061.png,FINALDATASET/data/metadata/metadata_061.json,299.1,618.5,249.1,568.5,349.1,668.5,100,100,finfet_7nm,42,1000,1000,1000,1000,2.0,5.0
062,FINALDATASET/data/references/reference_062.png,FINALDATASET/data/search_images/search_062.png,FINALDATASET/data/metadata/metadata_062.json,299.1,618.5,249.1,568.5,349.1,668.5,100,100,finfet_10nm,42,1000,1000,1000,1000,2.0,5.0
063,FINALDATASET/data/references/reference_063.png,FINALDATASET/data/search_images/search_063.png,FINALDATASET/data/metadata/metadata_063.json,299.1,618.5,249.1,568.5,349.1,668.5,100,100,finfet_14nm,42,1000,1000,1000,1000,2.0,5.0
064,FINALDATASET/data/references/reference_064.png,FINALDATASET/data/search_images/search_064.png,FINALDATASET/data/metadata/metadata_064.json,299.1,618.5,249.1,568.5,349.1,668.5,100,100,finfet_22nm,42,1000,1000,1000,1000,2.0,5.0
065,FINALDATASET/data/references/reference_065.png,FINALDATASET/data/search_images/search_065.png,FINALDATASET/data/metadata/metadata_065.json,299.1,618.5,249.1,568.5,349.1,668.5,100,100,finfet_28nm,42,1000,1000,1000,1000,2.0,5.0
066,FINALDATASET/data/references/reference_066.png,FINALDATASET/data/search_images/search_066.png,FINALDATASET/data/metadata/metadata_066.json,299.1,618.5,249.1,568.5,349.1,668.5,100,100,finfet_45nm,42,1000,1000,1000,1000,2.0,5.0
067,FINALDATASET/data/references/reference_067.png,FINALDATASET/data/search_images/search_067.png,FINALDATASET/data/metadata/metadata_067.json,753.4,629.5,703.4,579.5,803.4,679.5,100,100,finfet_7nm,42,1000,1000,1000,1000,2.0,5.0
068,FINALDATASET/data/references/reference_068.png,FINALDATASET/data/search_images/search_068.png,FINALDATASET/data/metadata/metadata_068.json,753.4,629.5,703.4,579.5,803.4,679.5,100,100,finfet_10nm,42,1000,1000,1000,1000,2.0,5.0
069,FINALDATASET/data/references/reference_069.png,FINALDATASET/data/search_images/search_069.png,FINALDATASET/data/metadata/metadata_069.json,753.4,629.5,703.4,579.5,803.4,679.5,100,100,finfet_14nm,42,1000,1000,1000,1000,2.0,5.0
070,FINALDATASET/data/references/reference_070.png,FINALDATASET/data/search_images/search_070.png,FINALDATASET/data/metadata/metadata_070.json,753.4,629.5,703.4,579.5,803.4,679.5,100,100,finfet_22nm,42,1000,1000,1000,1000,2.0,5.0
071,FINALDATASET/data/references/reference_071.png,FINALDATASET/data/search_images/search_071.png,FINALDATASET/data/metadata/metadata_071.json,753.4,629.5,703.4,579.5,803.4,679.5,100,100,finfet_28nm,42,1000,1000,1000,1000,2.0,5.0
072,FINALDATASET/data/references/reference_072.png,FINALDATASET/data/search_images/search_072.png,FINALDATASET/data/metadata/metadata_072.json,753.4,629.5,703.4,579.5,803.4,679.5,100,100,finfet_45nm,42,1000,1000,1000,1000,2.0,5.0
073,FINALDATASET/data/references/reference_073.png,FINALDATASET/data/search_images/search_073.png,FINALDATASET/data/metadata/metadata_073.json,299.1,618.5,249.1,568.5,349.1,668.5,100,100,finfet_7nm,42,1000,1000,1000,1000,2.0,5.0
074,FINALDATASET/data/references/reference_074.png,FINALDATASET/data/search_images/search_074.png,FINALDATASET/data/metadata/metadata_074.json,299.1,618.5,249.1,568.5,349.1,668.5,100,100,finfet_10nm,42,1000,1000,1000,1000,2.0,5.0
075,FINALDATASET/data/references/reference_075.png,FINALDATASET/data/search_images/search_075.png,FINALDATASET/data/metadata/metadata_075.json,917.2,270.5,867.2,220.5,967.2,320.5,100,100,finfet_14nm,296031924,1000,1000,1000,1000,2.0,5.0
076,FINALDATASET/data/references/reference_076.png,FINALDATASET/data/search_images/search_076.png,FINALDATASET/data/metadata/metadata_076.json,907.3,402.6,857.3,352.6,957.3,452.6,100,100,finfet_22nm,1663001994,1000,1000,1000,1000,2.0,5.0
077,FINALDATASET/data/references/reference_077.png,FINALDATASET/data/search_images/search_077.png,FINALDATASET/data/metadata/metadata_077.json,315.5,823.3,265.5,773.3,365.5,873.3,100,100,finfet_28nm,1864909798,1000,1000,1000,1000,2.0,5.0
078,FINALDATASET/data/references/reference_078.png,FINALDATASET/data/search_images/search_078.png,FINALDATASET/data/metadata/metadata_078.json,610.2,495.7,560.2,445.7,660.2,545.7,100,100,finfet_45nm,900248624,1000,1000,1000,1000,2.0,5.0
079,FINALDATASET/data/references/reference_079.png,FINALDATASET/data/search_images/search_079.png,FINALDATASET/data/metadata/metadata_079.json,668.9,312.9,618.9,262.9,718.9,362.9,100,100,finfet_7nm,418215027,1000,1000,1000,1000,2.0,5.0
080,FINALDATASET/data/references/reference_080.png,FINALDATASET/data/search_images/search_080.png,FINALDATASET/data/metadata/metadata_080.json,303.9,708.8,253.9,658.8,353.9,758.8,100,100,finfet_10nm,1048715670,1000,1000,1000,1000,2.0,5.0
081,FINALDATASET/data/references/reference_081.png,FINALDATASET/data/search_images/search_081.png,FINALDATASET/data/metadata/metadata_081.json,647.7,460.6,597.7,410.6,697.7,510.6,100,100,finfet_14nm,1791526954,1000,1000,1000,1000,2.0,5.0
082,FINALDATASET/data/references/reference_082.png,FINALDATASET/data/search_images/search_082.png,FINALDATASET/data/metadata/metadata_082.json,950.0,675.8,900.0,625.8,1000.0,725.8,100,100,finfet_22nm,1186849634,1000,1000,1000,1000,2.0,5.0
083,FINALDATASET/data/references/reference_083.png,FINALDATASET/data/search_images/search_083.png,FINALDATASET/data/metadata/metadata_083.json,304.0,801.5,254.0,751.5,354.0,851.5,100,100,finfet_28nm,868027068,1000,1000,1000,1000,2.0,5.0
084,FINALDATASET/data/references/reference_084.png,FINALDATASET/data/search_images/search_084.png,FINALDATASET/data/metadata/metadata_084.json,788.6,221.5,738.6,171.5,838.6,271.5,100,100,finfet_28nm,610531011,1000,1000,1000,1000,2.0,5.0
085,FINALDATASET/data/references/reference_085.png,FINALDATASET/data/search_images/search_085.png,FINALDATASET/data/metadata/metadata_085.json,361.6,304.3,311.6,254.3,411.6,354.3,100,100,finfet_7nm,1694958448,1000,1000,1000,1000,2.0,5.0
086,FINALDATASET/data/references/reference_086.png,FINALDATASET/data/search_images/search_086.png,FINALDATASET/data/metadata/metadata_086.json,53.8,881.7,3.8,831.7,103.8,931.7,100,100,finfet_10nm,304448080,1000,1000,1000,1000,2.0,5.0
087,FINALDATASET/data/references/reference_087.png,FINALDATASET/data/search_images/search_087.png,FINALDATASET/data/metadata/metadata_087.json,119.5,588.7,69.5,538.7,169.5,638.7,100,100,finfet_14nm,1809172583,1000,1000,1000,1000,2.0,5.0
088,FINALDATASET/data/references/reference_088.png,FINALDATASET/data/search_images/search_088.png,FINALDATASET/data/metadata/metadata_088.json,828.4,729.6,778.4,679.6,878.4,779.6,100,100,finfet_22nm,1278087204,1000,1000,1000,1000,2.0,5.0
089,FINALDATASET/data/references/reference_089.png,FINALDATASET/data/search_images/search_089.png,FINALDATASET/data/metadata/metadata_089.json,639.3,322.2,589.3,272.2,689.3,372.2,100,100,finfet_28nm,1057242397,1000,1000,1000,1000,2.0,5.0
090,FINALDATASET/data/references/reference_90.png,FINALDATASET/data/search_images/search_090.png,FINALDATASET/data/metadata/metadata_090.json,239.8,553.4,189.8,503.4,289.8,603.4,100,100,finfet_45nm,969357382,1000,1000,1000,1000,2.0,5.0
091,FINALDATASET/data/references/reference_091.png,FINALDATASET/data/search_images/search_091.png,FINALDATASET/data/metadata/metadata_091.json,860.9,314.2,810.9,264.2,910.9,364.2,100,100,finfet_7nm,284980723,1000,1000,1000,1000,2.0,5.0
092,FINALDATASET/data/references/reference_092.png,FINALDATASET/data/search_images/search_092.png,FINALDATASET/data/metadata/metadata_092.json,634.7,503.3,584.7,453.3,684.7,553.3,100,100,finfet_10nm,1854117960,1000,1000,1000,1000,2.0,5.0
093,FINALDATASET/data/references/reference_093.png,FINALDATASET/data/search_images/search_093.png,FINALDATASET/data/metadata/metadata_093.json,950.0,655.5,900.0,605.5,1000.0,705.5,100,100,finfet_14nm,340490303,1000,1000,1000,1000,2.0,5.0
094,FINALDATASET/data/references/reference_094.png,FINALDATASET/data/search_images/search_094.png,FINALDATASET/data/metadata/metadata_094.json,576.0,389.3,526.0,339.3,626.0,439.3,100,100,finfet_22nm,155934655,1000,1000,1000,1000,2.0,5.0
095,FINALDATASET/data/references/reference_095.png,FINALDATASET/data/search_images/search_095.png,FINALDATASET/data/metadata/metadata_095.json,169.1,231.1,119.1,181.1,219.1,281.1,100,100,finfet_28nm,1358434780,1000,1000,1000,1000,2.0,5.0
096,FINALDATASET/data/references/reference_096.png,FINALDATASET/data/search_images/search_096.png,FINALDATASET/data/metadata/metadata_096.json,901.4,893.3,851.4,843.3,951.4,943.3,100,100,finfet_45nm,1595439557,1000,1000,1000,1000,2.0,5.0
097,FINALDATASET/data/references/reference_097.png,FINALDATASET/data/search_images/search_097.png,FINALDATASET/data/metadata/metadata_097.json,292.4,277.1,242.4,227.1,342.4,327.1,100,100,finfet_7nm,594682415,1000,1000,1000,1000,2.0,5.0
098,FINALDATASET/data/references/reference_098.png,FINALDATASET/data/search_images/search_098.png,FINALDATASET/data/metadata/metadata_098.json,574.2,919.3,524.2,869.3,624.2,969.3,100,100,finfet_10nm,1167190795,1000,1000,1000,1000,2.0,5.0
099,FINALDATASET/data/references/reference_099.png,FINALDATASET/data/search_images/search_099.png,FINALDATASET/data/metadata/metadata_099.json,687.2,805.8,637.2,755.8,737.2,855.8,100,100,finfet_14nm,804713136,1000,1000,1000,1000,2.0,5.0
100,FINALDATASET/data/references/reference_100.png,FINALDATASET/data/search_images/search_100.png,FINALDATASET/data/metadata/metadata_100.json,604.7,193.5,554.7,143.5,654.7,243.5,100,100,finfet_22nm,1542155901,1000,1000,1000,1000,2.0,5.0
101,FINALDATASET/data/references/reference_101.png,FINALDATASET/data/search_images/search_101.png,FINALDATASET/data/metadata/metadata_101.json,905.6,848.1,855.6,798.1,955.6,898.1,100,100,finfet_28nm,677992343,1000,1000,1000,1000,2.0,5.0
102,FINALDATASET/data/references/reference_102.png,FINALDATASET/data/search_images/search_102.png,FINALDATASET/data/metadata/metadata_102.json,479.1,786.8,429.1,736.8,529.1,836.8,100,100,finfet_45nm,1319278850,1000,1000,1000,1000,2.0,5.0
103,FINALDATASET/data/references/reference_103.png,FINALDATASET/data/search_images/search_103.png,FINALDATASET/data/metadata/metadata_103.json,815.0,258.6,765.0,208.6,865.0,308.6,100,100,finfet_7nm,1980818957,1000,1000,1000,1000,2.0,5.0
104,FINALDATASET/data/references/reference_104.png,FINALDATASET/data/search_images/search_104.png,FINALDATASET/data/metadata/metadata_104.json,163.0,145.4,113.0,95.4,213.0,195.4,100,100,finfet_10nm,985439816,1000,1000,1000,1000,2.0,5.0
105,FINALDATASET/data/references/reference_105.png,FINALDATASET/data/search_images/search_105.png,FINALDATASET/data/metadata/metadata_105.json,611.6,787.7,561.6,737.7,661.6,837.7,100,100,finfet_14nm,142213276,1000,1000,1000,1000,2.0,5.0
106,FINALDATASET/data/references/reference_106.png,FINALDATASET/data/search_images/search_106.png,FINALDATASET/data/metadata/metadata_106.json,675.5,50.4,625.5,0.4,725.5,100.4,100,100,finfet_22nm,511858524,1000,1000,1000,1000,2.0,5.0
107,FINALDATASET/data/references/reference_107.png,FINALDATASET/data/search_images/search_107.png,FINALDATASET/data/metadata/metadata_107.json,312.2,532.5,262.2,482.5,362.2,582.5,100,100,finfet_28nm,365377724,1000,1000,1000,1000,2.0,5.0
108,FINALDATASET/data/references/reference_108.png,FINALDATASET/data/search_images/search_108.png,FINALDATASET/data/metadata/metadata_108.json,393.0,741.6,343.0,691.6,443.0,791.6,100,100,finfet_45nm,977000588,1000,1000,1000,1000,2.0,5.0
109,FINALDATASET/data/references/reference_109.png,FINALDATASET/data/search_images/search_109.png,FINALDATASET/data/metadata/metadata_109.json,412.4,304.7,362.4,254.7,462.4,354.7,100,100,finfet_7nm,1324105084,1000,1000,1000,1000,2.0,5.0
110,FINALDATASET/data/references/reference_110.png,FINALDATASET/data/search_images/search_110.png,FINALDATASET/data/metadata/metadata_110.json,435.3,417.4,385.3,367.4,485.3,467.4,100,100,finfet_10nm,202894349,1000,1000,1000,1000,2.0,5.0
111,FINALDATASET/data/references/reference_111.png,FINALDATASET/data/search_images/search_111.png,FINALDATASET/data/metadata/metadata_111.json,310.6,950.0,260.6,900.0,360.6,1000.0,100,100,finfet_14nm,570220335,1000,1000,1000,1000,2.0,5.0
